    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    2    7    -0.000     0.000    -0.001    -0.001    -0.000    -0.007    -0.000     0.000    -0.001     0.001    -0.000     0.010     0.001
    2    8    -0.000     0.000    -0.001    -0.001    -0.000    -0.005    -0.000    -0.000    -0.001     0.001     0.000     0.007     0.001
    2    9    -0.000    -0.000    -0.001    -0.000     0.000    -0.004    -0.000     0.000    -0.000     0.001     0.000     0.005     0.000
    2   10    -0.000     0.000    -0.000    -0.000     0.000    -0.003    -0.000    -0.000    -0.000     0.000    -0.000     0.004     0.000
    2   11    -0.000     0.000    -0.000    -0.000     0.000    -0.002    -0.000     0.000    -0.000     0.000    -0.000     0.003     0.000
    2   12    -0.000     0.000    -0.000    -0.000    -0.000    -0.002    -0.000     0.000    -0.000     0.000    -0.000     0.002     0.000
    2   13    -0.000     0.000    -0.000    -0.000    -0.000    -0.001    -0.000    -0.000    -0.000     0.000     0.000     0.002     0.000
    3    1     0.002    -0.000     0.018    -0.002     0.000    -0.025    -0.001     0.000    -0.010     0.003     0.000     0.031     0.015
    3    2     0.001     0.000     0.008    -0.002    -0.000    -0.019    -0.001     0.000    -0.007     0.002    -0.000     0.025     0.007
    3    3     0.000    -0.000     0.004    -0.001     0.000    -0.014    -0.000     0.000    -0.005     0.002     0.000     0.019     0.004
    3    4     0.000     0.000     0.002    -0.001    -0.000    -0.011    -0.000     0.000    -0.003     0.001    -0.000     0.014     0.003
    3    5     0.000    -0.000     0.002    -0.001     0.000    -0.008    -0.000    -0.000    -0.002     0.001     0.000     0.011     0.002
    3    6     0.000     0.000     0.001    -0.001     0.000    -0.006    -0.000     0.000    -0.002     0.001    -0.000     0.008     0.001
    3    7     0.000    -0.000     0.001    -0.000     0.000    -0.005    -0.000     0.000    -0.001     0.001    -0.000     0.006     0.001
    3    8     0.000     0.000     0.001    -0.000    -0.000    -0.004    -0.000     0.000    -0.001     0.000    -0.000     0.005     0.000
    3    9     0.000    -0.000     0.000    -0.000     0.000    -0.003    -0.000     0.000    -0.001     0.000     0.000     0.004     0.000
    3   10     0.000     0.000     0.000    -0.000    -0.000    -0.002    -0.000     0.000    -0.001     0.000    -0.000     0.003     0.000
    3   11     0.000    -0.000     0.000    -0.000     0.000    -0.002    -0.000     0.000    -0.001     0.000     0.000     0.002     0.000
    3   12     0.000    -0.000     0.000    -0.000     0.000    -0.002    -0.000     0.000    -0.000     0.000    -0.000     0.002     0.000
    3   13     0.000     0.000     0.000    -0.000    -0.000    -0.001    -0.000     0.000    -0.000     0.000    -0.000     0.002     0.000
    4    1     0.001    -0.000     0.010    -0.001     0.000    -0.007    -0.001    -0.000    -0.006     0.001     0.000     0.006     0.004
    4    2     0.001    -0.000     0.007    -0.001     0.000    -0.007    -0.000    -0.000    -0.004     0.001    -0.000     0.007     0.002
    4    3     0.000    -0.000     0.005    -0.001     0.000    -0.006    -0.000     0.000    -0.004     0.001    -0.000     0.007     0.002
    4    4     0.000    -0.000     0.003    -0.001     0.000    -0.006    -0.000    -0.000    -0.003     0.001    -0.000     0.006     0.001
    4    5     0.000     0.000     0.002    -0.000    -0.000    -0.005    -0.000    -0.000    -0.002     0.001    -0.000     0.006     0.001
    4    6     0.000    -0.000     0.002    -0.000    -0.000    -0.004    -0.000     0.000    -0.002     0.000     0.000     0.005     0.001
    4    7     0.000    -0.000     0.001    -0.000    -0.000    -0.003    -0.000    -0.000    -0.002     0.000     0.000     0.004     0.000
    4    8     0.000    -0.000     0.001    -0.000    -0.000    -0.003    -0.000    -0.000    -0.001     0.000     0.000     0.003     0.000
    4    9     0.000    -0.000     0.001    -0.000    -0.000    -0.002    -0.000     0.000    -0.001     0.000     0.000     0.003     0.000
    4   10     0.000    -0.000     0.001    -0.000    -0.000    -0.002    -0.000    -0.000    -0.001     0.000     0.000     0.002     0.000
    4   11     0.000    -0.000     0.001    -0.000     0.000    -0.002    -0.000    -0.000    -0.001     0.000     0.000     0.002     0.000
    4   12     0.000    -0.000     0.000    -0.000    -0.000    -0.001    -0.000     0.000    -0.001     0.000    -0.000     0.002     0.000
    4   13     0.000    -0.000     0.000    -0.000    -0.000    -0.001    -0.000    -0.000    -0.001     0.000     0.000     0.001     0.000
    5    1     0.001     0.000     0.006     0.000    -0.003    -0.008    -0.000    -0.000    -0.000     0.000     0.003     0.005     0.003
    5    2     0.000     0.000     0.004     0.000    -0.003    -0.009    -0.000    -0.000    -0.000     0.000     0.003     0.008     0.003
    5    3     0.000    -0.000     0.004     0.000    -0.003    -0.010    -0.000    -0.000    -0.000     0.000     0.003     0.009     0.002
    5    4     0.000     0.000     0.003     0.000    -0.002    -0.011    -0.000    -0.000    -0.000     0.000     0.003     0.010     0.002
    5    5     0.000     0.000     0.002     0.000    -0.002    -0.012    -0.000    -0.000    -0.000     0.000     0.002     0.011     0.002
    5    6     0.000    -0.000     0.002     0.000    -0.002    -0.012    -0.000    -0.000    -0.000     0.000     0.002     0.012     0.002
    5    7     0.000     0.000     0.002     0.000    -0.002    -0.012    -0.000    -0.000    -0.000     0.000     0.002     0.012     0.001
    5    8     0.000     0.000     0.001     0.000    -0.002    -0.012    -0.000    -0.000    -0.000     0.000     0.002     0.012     0.001
    5    9     0.000    -0.000     0.001     0.000    -0.002    -0.012    -0.000    -0.000    -0.000     0.000     0.002     0.012     0.001
    5   10     0.000     0.000     0.001     0.000    -0.002    -0.012    -0.000    -0.000    -0.000     0.000     0.002     0.012     0.001
    5   11     0.000     0.000     0.001     0.000    -0.001    -0.012    -0.000    -0.000    -0.000     0.000     0.002     0.012     0.001
    5   12     0.000    -0.000     0.001     0.000    -0.001    -0.011    -0.000    -0.000    -0.000     0.000     0.001     0.012     0.001
    5   13     0.000     0.000     0.001     0.000    -0.001    -0.011    -0.000    -0.000    -0.000     0.000     0.001     0.011     0.001
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1    -0.001    -0.000    -0.012     0.036     0.000     0.384    -0.012    -0.000    -0.134    -0.011     0.000    -0.122     0.116
    1    2    -0.004    -0.000    -0.047     0.253    -0.001     2.703    -0.075    -0.000    -0.805    -0.036    -0.000    -0.384     1.473
    1    3    -0.040    -0.000    -0.427    -0.250    -0.001    -2.669    -0.037    -0.000    -0.391    -0.253     0.001    -2.703    -6.217
    1    4    -0.089    -0.000    -0.947    -0.028     0.000    -0.298    -0.005    -0.000    -0.055     0.250     0.001     2.669     1.375
    1    5    -0.011     0.000    -0.113    -0.008    -0.000    -0.084    -0.001    -0.000    -0.015     0.028    -0.000     0.298     0.086
    1    6    -0.002    -0.000    -0.021    -0.004    -0.000    -0.038    -0.001    -0.000    -0.006     0.008     0.000     0.084     0.020
    1    7    -0.001    -0.000    -0.007    -0.002     0.000    -0.021    -0.000    -0.000    -0.003     0.004     0.000     0.038     0.007
    1    8    -0.000    -0.000    -0.003    -0.001     0.000    -0.013    -0.000    -0.000    -0.002     0.002    -0.000     0.021     0.003
    1    9    -0.000     0.000    -0.002    -0.001    -0.000    -0.008    -0.000     0.000    -0.001     0.001    -0.000     0.013     0.002
    1   10    -0.000    -0.000    -0.001    -0.001    -0.000    -0.006    -0.000    -0.000    -0.001     0.001     0.000     0.008     0.001
    1   11    -0.000    -0.000    -0.001    -0.000     0.000    -0.004    -0.000    -0.000    -0.000     0.001     0.000     0.006     0.001
    1   12    -0.000    -0.000    -0.000    -0.000     0.000    -0.003    -0.000    -0.000    -0.000     0.000    -0.000     0.004     0.000
    1   13    -0.000     0.000    -0.000    -0.000    -0.000    -0.002    -0.000    -0.000    -0.000     0.000    -0.000     0.003     0.000
    2    1     0.012     0.000     0.134     0.047     0.000     0.498    -0.009     0.000    -0.091    -0.030     0.000    -0.325     0.217
    2    2     0.075     0.000     0.805     0.015     0.000     0.160    -0.006    -0.000    -0.065    -0.047    -0.000    -0.498     0.404
    2    3     0.037     0.000     0.391    -0.003    -0.000    -0.034    -0.003     0.000    -0.036    -0.015    -0.000    -0.160     0.162
    2    4     0.005     0.000     0.055    -0.003     0.000    -0.031    -0.002    -0.000    -0.020     0.003     0.000     0.034     0.038
    2    5     0.001     0.000     0.015    -0.002    -0.000    -0.022    -0.001     0.000    -0.011     0.003    -0.000     0.031     0.014
    2    6     0.001     0.000     0.006    -0.001    -0.000    -0.015    -0.001    -0.000    -0.007     0.002     0.000     0.022     0.006
    2    7     0.000     0.000     0.003    -0.001    -0.000    -0.010    -0.000     0.000    -0.004     0.001     0.000     0.015     0.003
    2    8     0.000     0.000     0.002    -0.001    -0.000    -0.008    -0.000    -0.000    -0.003     0.001     0.000     0.010     0.002
    2    9     0.000    -0.000     0.001    -0.001     0.000    -0.005    -0.000     0.000    -0.002     0.001     0.000     0.008     0.001
    2   10     0.000     0.000     0.001    -0.000     0.000    -0.004    -0.000    -0.000    -0.001     0.001    -0.000     0.005     0.001
    2   11     0.000     0.000     0.000    -0.000     0.000    -0.003    -0.000     0.000    -0.001     0.000    -0.000     0.004     0.000
    2   12     0.000     0.000     0.000    -0.000    -0.000    -0.002    -0.000     0.000    -0.001     0.000    -0.000     0.003     0.000
    2   13     0.000     0.000     0.000    -0.000    -0.000    -0.002    -0.000    -0.000    -0.001     0.000     0.000     0.002     0.000
    3    1     0.009    -0.000     0.091     0.003     0.000     0.036    -0.002     0.000    -0.022    -0.007     0.000    -0.077     0.028
    3    2     0.006     0.000     0.065     0.001    -0.000     0.008    -0.002     0.000    -0.017    -0.003    -0.000    -0.036     0.019
    3    3     0.003    -0.000     0.036    -0.000    -0.000    -0.004    -0.001     0.000    -0.013    -0.001     0.000    -0.008     0.012
    3    4     0.002     0.000     0.020    -0.001    -0.000    -0.008    -0.001     0.000    -0.009     0.000     0.000     0.004     0.007
    3    5     0.001    -0.000     0.011    -0.001     0.000    -0.008    -0.001    -0.000    -0.007     0.001     0.000     0.008     0.004
    3    6     0.001     0.000     0.007    -0.001    -0.000    -0.007    -0.000     0.000    -0.005     0.001    -0.000     0.008     0.002
    3    7     0.000    -0.000     0.004    -0.001     0.000    -0.006    -0.000     0.000    -0.004     0.001     0.000     0.007     0.002
    3    8     0.000     0.000     0.003    -0.000    -0.000    -0.005    -0.000     0.000    -0.003     0.001    -0.000     0.006     0.001
    3    9     0.000    -0.000     0.002    -0.000     0.000    -0.004    -0.000     0.000    -0.002     0.000     0.000     0.005     0.001
    3   10     0.000     0.000     0.001    -0.000    -0.000    -0.003    -0.000     0.000    -0.002     0.000    -0.000     0.004     0.000
    3   11     0.000    -0.000     0.001    -0.000     0.000    -0.002    -0.000     0.000    -0.001     0.000     0.000     0.003     0.000
    3   12     0.000    -0.000     0.001    -0.000     0.000    -0.002    -0.000     0.000    -0.001     0.000    -0.000     0.002     0.000
    3   13     0.000     0.000     0.001    -0.000    -0.000    -0.001    -0.000     0.000    -0.001     0.000    -0.000     0.002     0.000
    4    1     0.002    -0.000     0.022     0.001     0.000     0.007    -0.001    -0.000    -0.009    -0.001     0.000    -0.015     0.005
    4    2     0.002    -0.000     0.017     0.000     0.000     0.002    -0.001    -0.000    -0.008    -0.001    -0.000    -0.007     0.004
    4    3     0.001    -0.000     0.013    -0.000    -0.000    -0.001    -0.001     0.000    -0.007    -0.000    -0.000    -0.002     0.003
    4    4     0.001    -0.000     0.009    -0.000     0.000    -0.003    -0.001    -0.000    -0.006     0.000     0.000     0.001     0.002
    4    5     0.001     0.000     0.007    -0.000    -0.000    -0.004    -0.000    -0.000    -0.005     0.000    -0.000     0.003     0.002
    4    6     0.000    -0.000     0.005    -0.000    -0.000    -0.004    -0.000     0.000    -0.004     0.000     0.000     0.004     0.001
    4    7     0.000    -0.000     0.004    -0.000    -0.000    -0.003    -0.000    -0.000    -0.003     0.000     0.000     0.004     0.001
    4    8     0.000    -0.000     0.003    -0.000    -0.000    -0.003    -0.000    -0.000    -0.003     0.000     0.000     0.003     0.001
    4    9     0.000    -0.000     0.002    -0.000    -0.000    -0.003    -0.000     0.000    -0.002     0.000     0.000     0.003     0.000
    4   10     0.000    -0.000     0.002    -0.000    -0.000    -0.002    -0.000    -0.000    -0.002     0.000     0.000     0.003     0.000
    4   11     0.000    -0.000     0.001    -0.000     0.000    -0.002    -0.000    -0.000    -0.001     0.000     0.000     0.002     0.000
    4   12     0.000    -0.000     0.001    -0.000    -0.000    -0.002    -0.000     0.000    -0.001     0.000    -0.000     0.002     0.000
    4   13     0.000    -0.000     0.001    -0.000    -0.000    -0.001    -0.000    -0.000    -0.001     0.000     0.000     0.002     0.000
    5    1     0.001     0.000     0.009     0.000    -0.003     0.006    -0.000    -0.000    -0.000     0.000     0.004    -0.011     0.004
    5    2     0.001     0.000     0.008     0.000    -0.003     0.002    -0.000    -0.000    -0.000     0.000     0.003    -0.006     0.004
    5    3     0.001    -0.000     0.007     0.000    -0.003    -0.002    -0.000    -0.000    -0.000     0.000     0.003    -0.002     0.003
