    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    5   12    -0.000    -0.000    -0.001     0.000    -0.001    -0.030     0.000    -0.000    -0.000     0.000     0.001     0.033     0.002
    5   13    -0.000     0.000    -0.001     0.000    -0.001    -0.028     0.000    -0.000    -0.000     0.000     0.001     0.030     0.001
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1    -0.000    -0.000    -0.001     0.000     0.000     0.004     0.000    -0.000     0.001    -0.000     0.000    -0.004     0.000
    1    2    -0.000     0.000    -0.001     0.000     0.000     0.004     0.000     0.000     0.001    -0.000    -0.000    -0.004     0.001
    1    3    -0.000     0.000    -0.001     0.000     0.000     0.005     0.000     0.000     0.002    -0.000    -0.000    -0.004     0.001
    1    4    -0.000     0.000    -0.002     0.000    -0.000     0.005     0.000     0.000     0.002    -0.000    -0.000    -0.005     0.001
    1    5    -0.000    -0.000    -0.002     0.001     0.000     0.005     0.000     0.000     0.003    -0.000     0.000    -0.005     0.001
    1    6    -0.000     0.000    -0.004     0.001    -0.000     0.006     0.000     0.000     0.005    -0.001    -0.000    -0.005     0.002
    1    7    -0.001     0.000    -0.006     0.000    -0.000     0.005     0.001     0.000     0.009    -0.001     0.000    -0.006     0.003
    1    8    -0.001     0.000    -0.009     0.000    -0.000     0.003     0.002     0.000     0.016    -0.000     0.000    -0.005     0.005
    1    9    -0.001    -0.000    -0.016    -0.000     0.000    -0.005     0.003    -0.000     0.032    -0.000     0.000    -0.003     0.008
    1   10    -0.003     0.000    -0.029    -0.002     0.000    -0.025     0.006     0.000     0.062     0.000    -0.000     0.005     0.013
    1   11    -0.005     0.000    -0.049    -0.005     0.000    -0.054     0.009     0.000     0.098     0.002    -0.000     0.025     0.020
    1   12    -0.006     0.000    -0.067    -0.006    -0.000    -0.060     0.009     0.000     0.093     0.005    -0.000     0.054     0.020
    1   13    -0.006    -0.000    -0.062    -0.004    -0.000    -0.041     0.005     0.000     0.055     0.006     0.000     0.060     0.013
    2    1    -0.000     0.000    -0.001     0.001     0.000     0.007     0.000    -0.000     0.001    -0.001    -0.000    -0.006     0.001
    2    2    -0.000    -0.000    -0.001     0.001    -0.000     0.008     0.000     0.000     0.001    -0.001    -0.000    -0.007     0.001
    2    3    -0.000    -0.000    -0.002     0.001     0.000     0.009     0.000    -0.000     0.002    -0.001     0.000    -0.008     0.001
    2    4    -0.000    -0.000    -0.002     0.001    -0.000     0.010     0.000     0.000     0.003    -0.001    -0.000    -0.009     0.002
    2    5    -0.000    -0.000    -0.003     0.001     0.000     0.012     0.000    -0.000     0.004    -0.001     0.000    -0.010     0.003
    2    6    -0.000    -0.000    -0.005     0.001    -0.000     0.014     0.001     0.000     0.008    -0.001    -0.000    -0.012     0.004
    2    7    -0.001    -0.000    -0.009     0.001     0.000     0.014     0.001    -0.000     0.015    -0.001     0.000    -0.014     0.007
    2    8    -0.002    -0.000    -0.016     0.001    -0.000     0.009     0.003     0.000     0.035    -0.001    -0.000    -0.014     0.014
    2    9    -0.003     0.000    -0.032    -0.002    -0.000    -0.020     0.008    -0.000     0.089    -0.001     0.000    -0.009     0.028
    2   10    -0.006    -0.000    -0.062    -0.009    -0.000    -0.097     0.018     0.000     0.193     0.002     0.000     0.020     0.054
    2   11    -0.009    -0.000    -0.098    -0.012     0.000    -0.123     0.017    -0.000     0.185     0.009     0.000     0.097     0.061
    2   12    -0.009    -0.000    -0.093    -0.007     0.000    -0.077     0.008    -0.000     0.082     0.012    -0.000     0.123     0.035
    2   13    -0.005    -0.000    -0.055    -0.004    -0.000    -0.039     0.003    -0.000     0.032     0.007    -0.000     0.077     0.014
    3    1    -0.000     0.000    -0.001     0.001     0.000     0.013     0.000    -0.000     0.001    -0.001    -0.000    -0.011     0.001
    3    2    -0.000    -0.000    -0.001     0.001     0.000     0.015     0.000    -0.000     0.001    -0.001    -0.000    -0.013     0.002
    3    3    -0.000     0.000    -0.002     0.002     0.000     0.018     0.000    -0.000     0.001    -0.001    -0.000    -0.015     0.003
    3    4    -0.000    -0.000    -0.003     0.002     0.000     0.023     0.000    -0.000     0.002    -0.002    -0.000    -0.018     0.004
    3    5    -0.000     0.000    -0.004     0.003    -0.000     0.031     0.000     0.000     0.004    -0.002    -0.000    -0.023     0.007
    3    6    -0.001    -0.000    -0.008     0.004    -0.000     0.042     0.001     0.000     0.008    -0.003     0.000    -0.031     0.012
    3    7    -0.001     0.000    -0.015     0.006    -0.000     0.062     0.002     0.000     0.023    -0.004     0.000    -0.042     0.027
    3    8    -0.003    -0.000    -0.035     0.007    -0.000     0.074     0.010     0.000     0.102    -0.006     0.000    -0.062     0.080
    3    9    -0.008     0.000    -0.089    -0.030    -0.000    -0.320     0.080     0.000     0.850    -0.007     0.000    -0.074     0.368
    3   10    -0.018    -0.000    -0.193    -0.038    -0.000    -0.403     0.072     0.000     0.771     0.030     0.000     0.320     0.497
    3   11    -0.017     0.000    -0.185    -0.016     0.000    -0.166     0.009     0.000     0.092     0.038     0.000     0.403     0.145
    3   12    -0.008     0.000    -0.082    -0.006     0.000    -0.068     0.002     0.000     0.021     0.016    -0.000     0.166     0.038
    3   13    -0.003     0.000    -0.032    -0.003    -0.000    -0.032     0.001     0.000     0.008     0.006    -0.000     0.068     0.012
    4    1    -0.000     0.000    -0.001     0.002     0.000     0.024    -0.000     0.000    -0.001    -0.002    -0.000    -0.020     0.003
    4    2    -0.000     0.000    -0.001     0.003    -0.000     0.030    -0.000     0.000    -0.002    -0.002    -0.000    -0.024     0.004
    4    3    -0.000     0.000    -0.001     0.004     0.000     0.040    -0.000    -0.000    -0.003    -0.003     0.000    -0.030     0.006
    4    4    -0.000     0.000    -0.002     0.005     0.000     0.056    -0.000     0.000    -0.005    -0.004    -0.000    -0.040     0.010
    4    5    -0.000    -0.000    -0.004     0.008     0.000     0.087    -0.001     0.000    -0.010    -0.005    -0.000    -0.056     0.018
    4    6    -0.001    -0.000    -0.008     0.015     0.000     0.161    -0.002    -0.000    -0.025    -0.008    -0.000    -0.087     0.041
    4    7    -0.002    -0.000    -0.023     0.039     0.000     0.421    -0.009    -0.000    -0.099    -0.015    -0.000    -0.161     0.139
    4    8    -0.010    -0.000    -0.102     0.237    -0.000     2.535    -0.060    -0.000    -0.639    -0.039    -0.000    -0.421     1.378
    4    9    -0.080    -0.000    -0.850    -0.230     0.000    -2.461    -0.073     0.000    -0.779    -0.237     0.000    -2.535    -6.653
    4   10    -0.072    -0.000    -0.771    -0.030    -0.000    -0.317    -0.012    -0.000    -0.127     0.230    -0.000     2.461     1.251
    4   11    -0.009    -0.000    -0.092    -0.009     0.000    -0.100    -0.003    -0.000    -0.030     0.030     0.000     0.317     0.097
    4   12    -0.002    -0.000    -0.021    -0.004    -0.000    -0.044    -0.001     0.000    -0.011     0.009    -0.000     0.100     0.023
    4   13    -0.001    -0.000    -0.008    -0.002    -0.000    -0.023    -0.000    -0.000    -0.005     0.004     0.000     0.044     0.008
    5    1     0.000    -0.000     0.001     0.000     0.006     0.138    -0.000    -0.000    -0.000     0.000    -0.006    -0.123     0.016
    5    2     0.000    -0.000     0.002     0.000     0.007     0.158    -0.000    -0.000    -0.000     0.000    -0.006    -0.138     0.021
    5    3     0.000     0.000     0.003     0.000     0.007     0.184    -0.000    -0.000    -0.000     0.000    -0.007    -0.158     0.028
    5    4     0.000    -0.000     0.005     0.000     0.008     0.220    -0.000    -0.000    -0.000     0.000    -0.007    -0.184     0.040
    5    5     0.001    -0.000     0.010     0.000     0.008     0.272    -0.000    -0.000    -0.000     0.000    -0.008    -0.220     0.062
    5    6     0.002     0.000     0.025     0.000     0.007     0.352    -0.000    -0.000    -0.000     0.000    -0.008    -0.272     0.105
    5    7     0.009     0.000     0.099     0.000    -0.002     0.464    -0.000    -0.000    -0.000     0.000    -0.007    -0.352     0.211
    5    8     0.060     0.000     0.639     0.000    -0.036     0.289    -0.000    -0.000    -0.000     0.000     0.002    -0.464     0.469
    5    9     0.073    -0.000     0.779     0.000    -0.024    -0.102    -0.000    -0.000    -0.000     0.000     0.036    -0.289     0.393
    5   10     0.012     0.000     0.127     0.000    -0.012    -0.107    -0.000    -0.000    -0.000     0.000     0.024     0.102     0.122
    5   11     0.003     0.000     0.030     0.000    -0.008    -0.087    -0.000    -0.000    -0.000     0.000     0.012     0.107     0.050
    5   12     0.001    -0.000     0.011     0.000    -0.006    -0.071    -0.000    -0.000    -0.000     0.000     0.008     0.087     0.027
    5   13     0.000     0.000     0.005     0.000    -0.005    -0.060    -0.000    -0.000    -0.000     0.000     0.006     0.071     0.016
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1    -0.000    -0.000    -0.003    -0.000     0.000    -0.004     0.000    -0.000     0.004     0.000     0.000     0.004     0.000
    1    2    -0.000     0.000    -0.003    -0.000     0.000    -0.005     0.000     0.000     0.004     0.000    -0.000     0.004     0.000
    1    3    -0.000     0.000    -0.003    -0.000     0.000    -0.005     0.000     0.000     0.004     0.000    -0.000     0.005     0.000
    1    4    -0.000     0.000    -0.004    -0.000    -0.000    -0.005     0.000     0.000     0.004     0.000    -0.000     0.005     0.000
    1    5    -0.000    -0.000    -0.004    -0.000     0.000    -0.005     0.000     0.000     0.004     0.000     0.000     0.005     0.000
    1    6    -0.000     0.000    -0.004    -0.000    -0.000    -0.005     0.000     0.000     0.004     0.000    -0.000     0.005     0.000
    1    7    -0.000     0.000    -0.004    -0.000    -0.000    -0.005     0.000     0.000     0.004     0.000     0.000     0.005     0.000
    1    8    -0.000     0.000    -0.004    -0.000    -0.000    -0.004     0.000     0.000     0.004     0.000     0.000     0.005     0.000
    1    9    -0.000    -0.000    -0.003    -0.000     0.000    -0.004     0.000    -0.000     0.003     0.000     0.000     0.004     0.000
    1   10    -0.000     0.000    -0.003    -0.000     0.000    -0.003     0.000     0.000     0.003     0.000    -0.000     0.004     0.000
    1   11    -0.000     0.000    -0.003    -0.000     0.000    -0.003     0.000     0.000     0.002     0.000    -0.000     0.003     0.000
    1   12    -0.000     0.000    -0.003    -0.000    -0.000    -0.002     0.000     0.000     0.002     0.000    -0.000     0.003     0.000
    1   13    -0.000    -0.000    -0.002    -0.000    -0.000    -0.002     0.000     0.000     0.002     0.000     0.000     0.002     0.000
    2    1    -0.000     0.000    -0.004    -0.001     0.000    -0.007     0.000    -0.000     0.005     0.001    -0.000     0.006     0.001
    2    2    -0.000    -0.000    -0.004    -0.001    -0.000    -0.007     0.000     0.000     0.005     0.001    -0.000     0.007     0.001
    2    3    -0.000    -0.000    -0.004    -0.001     0.000    -0.007     0.000    -0.000     0.005     0.001     0.000     0.007     0.001
    2    4    -0.000    -0.000    -0.004    -0.001    -0.000    -0.007     0.000     0.000     0.005     0.001    -0.000     0.007     0.001
    2    5    -0.000    -0.000    -0.004    -0.001     0.000    -0.007     0.000    -0.000     0.004     0.001     0.000     0.007     0.001
    2    6    -0.000    -0.000    -0.004    -0.001    -0.000    -0.006     0.000     0.000     0.004     0.001    -0.000     0.007     0.000
    2    7    -0.000    -0.000    -0.004    -0.001     0.000    -0.006     0.000    -0.000     0.004     0.001     0.000     0.006     0.000
    2    8    -0.000    -0.000    -0.004    -0.000    -0.000    -0.005     0.000     0.000     0.003     0.001    -0.000     0.006     0.000
    2    9    -0.000     0.000    -0.003    -0.000    -0.000    -0.004     0.000    -0.000     0.003     0.000     0.000     0.005     0.000
    2   10    -0.000    -0.000    -0.003    -0.000    -0.000    -0.003     0.000     0.000     0.002     0.000     0.000     0.004     0.000
    2   11    -0.000    -0.000    -0.002    -0.000     0.000    -0.003     0.000    -0.000     0.002     0.000     0.000     0.003     0.000
    2   12    -0.000    -0.000    -0.002    -0.000     0.000    -0.002     0.000    -0.000     0.002     0.000    -0.000     0.003     0.000
    2   13    -0.000    -0.000    -0.002    -0.000    -0.000    -0.002     0.000    -0.000     0.001     0.000    -0.000     0.002     0.000
    3    1    -0.000     0.000    -0.005    -0.001     0.000    -0.011     0.001    -0.000     0.007     0.001    -0.000     0.011     0.001
    3    2    -0.000    -0.000    -0.005    -0.001     0.000    -0.011     0.001    -0.000     0.006     0.001    -0.000     0.011     0.001
    3    3    -0.000     0.000    -0.005    -0.001     0.000    -0.010     0.001    -0.000     0.005     0.001    -0.000     0.011     0.001
    3    4    -0.000    -0.000    -0.005    -0.001     0.000    -0.009     0.000    -0.000     0.005     0.001    -0.000     0.010     0.001
    3    5    -0.000     0.000    -0.004    -0.001    -0.000    -0.008     0.000     0.000     0.004     0.001    -0.000     0.009     0.001
    3    6    -0.000    -0.000    -0.004    -0.001    -0.000    -0.007     0.000     0.000     0.003     0.001     0.000     0.008     0.001
    3    7    -0.000     0.000    -0.004    -0.001    -0.000    -0.006     0.000     0.000     0.003     0.001     0.000     0.007     0.000
    3    8    -0.000    -0.000    -0.003    -0.000    -0.000    -0.005     0.000     0.000     0.002     0.001     0.000     0.006     0.000
    3    9    -0.000     0.000    -0.003    -0.000    -0.000    -0.004     0.000     0.000     0.002     0.000     0.000     0.005     0.000
    3   10    -0.000    -0.000    -0.002    -0.000    -0.000    -0.004     0.000     0.000     0.002     0.000     0.000     0.004     0.000
    3   11    -0.000     0.000    -0.002    -0.000     0.000    -0.003     0.000     0.000     0.002     0.000     0.000     0.004     0.000
    3   12    -0.000     0.000    -0.002    -0.000     0.000    -0.002     0.000     0.000     0.001     0.000    -0.000     0.003     0.000
    3   13    -0.000     0.000    -0.001    -0.000    -0.000    -0.002     0.000     0.000     0.001     0.000    -0.000     0.002     0.000
    4    1    -0.001     0.000    -0.007    -0.002     0.000    -0.018     0.001     0.000     0.007     0.002    -0.000     0.020     0.002
    4    2    -0.001     0.000    -0.006    -0.001    -0.000    -0.016     0.001     0.000     0.006     0.002    -0.000     0.018     0.002
    4    3    -0.001     0.000    -0.005    -0.001     0.000    -0.014     0.000    -0.000     0.005     0.001     0.000     0.016     0.001
    4    4    -0.000     0.000    -0.005    -0.001     0.000    -0.012     0.000     0.000     0.004     0.001    -0.000     0.014     0.001
    4    5    -0.000    -0.000    -0.004    -0.001     0.000    -0.010     0.000     0.000     0.003     0.001    -0.000     0.012     0.001
    4    6    -0.000    -0.000    -0.003    -0.001     0.000    -0.008     0.000    -0.000     0.002     0.001    -0.000     0.010     0.001
    4    7    -0.000    -0.000    -0.003    -0.001     0.000    -0.007     0.000    -0.000     0.002     0.001    -0.000     0.008     0.000
    4    8    -0.000    -0.000    -0.002    -0.001    -0.000    -0.005     0.000    -0.000     0.002     0.001    -0.000     0.007     0.000
    4    9    -0.000    -0.000    -0.002    -0.000     0.000    -0.004     0.000     0.000     0.001     0.001     0.000     0.005     0.000
    4   10    -0.000    -0.000    -0.002    -0.000    -0.000    -0.004     0.000    -0.000     0.001     0.000    -0.000     0.004     0.000
    4   11    -0.000    -0.000    -0.002    -0.000     0.000    -0.003     0.000    -0.000     0.001     0.000     0.000     0.004     0.000
    4   12    -0.000    -0.000    -0.001    -0.000    -0.000    -0.002     0.000     0.000     0.001     0.000    -0.000     0.003     0.000
    4   13    -0.000    -0.000    -0.001    -0.000    -0.000    -0.002     0.000    -0.000     0.001     0.000     0.000     0.002     0.000
    5    1    -0.001    -0.000    -0.007     0.000     0.004    -0.103     0.000    -0.000    -0.000     0.000    -0.006     0.123     0.012
    5    2    -0.001    -0.000    -0.006     0.000     0.002    -0.088     0.000    -0.000    -0.000     0.000    -0.004     0.103     0.009
    5    3    -0.000     0.000    -0.005     0.000     0.001    -0.076     0.000    -0.000    -0.000     0.000    -0.002     0.088     0.007
    5    4    -0.000    -0.000    -0.004     0.000     0.001    -0.066     0.000    -0.000    -0.000     0.000    -0.001     0.076     0.006
    5    5    -0.000    -0.000    -0.003     0.000     0.000    -0.059     0.000    -0.000    -0.000     0.000    -0.001     0.066     0.005
    5    6    -0.000     0.000    -0.002     0.000     0.000    -0.052     0.000    -0.000    -0.000     0.000    -0.000     0.059     0.004
    5    7    -0.000     0.000    -0.002     0.000    -0.000    -0.047     0.000    -0.000    -0.000     0.000    -0.000     0.052     0.003
    5    8    -0.000     0.000    -0.002     0.000    -0.000    -0.043     0.000    -0.000    -0.000     0.000     0.000     0.047     0.003
    5    9    -0.000    -0.000    -0.001     0.000    -0.000    -0.039     0.000    -0.000    -0.000     0.000     0.000     0.043     0.002
    5   10    -0.000     0.000    -0.001     0.000    -0.000    -0.036     0.000    -0.000    -0.000     0.000     0.000     0.039     0.002
    5   11    -0.000     0.000    -0.001     0.000    -0.000    -0.033     0.000    -0.000    -0.000     0.000     0.000     0.036     0.002
    5   12    -0.000    -0.000    -0.001     0.000    -0.000    -0.030     0.000    -0.000    -0.000     0.000     0.000     0.033     0.002
    5   13    -0.000     0.000    -0.001     0.000    -0.000    -0.028     0.000    -0.000    -0.000     0.000     0.000     0.030     0.001
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1    -0.000    -0.000    -0.001     0.000     0.000     0.004     0.000    -0.000     0.001    -0.000     0.000    -0.003     0.000
    1    2    -0.000     0.000    -0.001     0.000     0.000     0.004     0.000     0.000     0.001    -0.000    -0.000    -0.004     0.000
    1    3    -0.000     0.000    -0.001     0.000     0.000     0.004     0.000     0.000     0.001    -0.000    -0.000    -0.004     0.001
    1    4    -0.000     0.000    -0.001     0.000    -0.000     0.005     0.000     0.000     0.002    -0.000    -0.000    -0.004     0.001
    1    5    -0.000    -0.000    -0.002     0.001     0.000     0.005     0.000     0.000     0.002    -0.000     0.000    -0.005     0.001
    1    6    -0.000     0.000    -0.003     0.001    -0.000     0.006     0.000     0.000     0.003    -0.001    -0.000    -0.005     0.001
    1    7    -0.000     0.000    -0.004     0.001    -0.000     0.006     0.001     0.000     0.006    -0.001     0.000    -0.006     0.002
    1    8    -0.001     0.000    -0.006     0.001    -0.000     0.006     0.001     0.000     0.010    -0.001     0.000    -0.006     0.003
    1    9    -0.001    -0.000    -0.011     0.000     0.000     0.003     0.002    -0.000     0.018    -0.001     0.000    -0.006     0.005
    1   10    -0.002     0.000    -0.019    -0.001     0.000    -0.006     0.004     0.000     0.038    -0.000    -0.000    -0.003     0.009
    1   11    -0.003     0.000    -0.037    -0.003    -0.000    -0.032     0.007     0.000     0.080     0.001    -0.000     0.006     0.017
    1   12    -0.006     0.000    -0.065    -0.006    -0.000    -0.065     0.011     0.000     0.122     0.003     0.000     0.032     0.025
    1   13    -0.008    -0.000    -0.083    -0.006    -0.000    -0.060     0.009     0.000     0.100     0.006     0.000     0.065     0.022
    2    1    -0.000     0.000    -0.001     0.001    -0.000     0.006     0.000    -0.000     0.001    -0.001    -0.000    -0.005     0.001
    2    2    -0.000    -0.000    -0.001     0.001    -0.000     0.007     0.000     0.000     0.001    -0.001     0.000    -0.006     0.001
    2    3    -0.000    -0.000    -0.001     0.001     0.000     0.008     0.000    -0.000     0.001    -0.001     0.000    -0.007     0.001
    2    4    -0.000    -0.000    -0.002     0.001    -0.000     0.009     0.000     0.000     0.002    -0.001    -0.000    -0.008     0.001
    2    5    -0.000    -0.000    -0.002     0.001     0.000     0.010     0.000    -0.000     0.003    -0.001     0.000    -0.009     0.002
    2    6    -0.000    -0.000    -0.003     0.001    -0.000     0.012     0.000     0.000     0.004    -0.001    -0.000    -0.010     0.003
    2    7    -0.001    -0.000    -0.006     0.001     0.000     0.014     0.001    -0.000     0.008    -0.001     0.000    -0.012     0.005
    2    8    -0.001    -0.000    -0.010     0.001    -0.000     0.016     0.002     0.000     0.016    -0.001    -0.000    -0.014     0.008
    2    9    -0.002     0.000    -0.018     0.001    -0.000     0.011     0.004    -0.000     0.039    -0.001     0.000    -0.016     0.015
    2   10    -0.004    -0.000    -0.038    -0.002    -0.000    -0.025     0.010     0.000     0.108    -0.001     0.000    -0.011     0.034
    2   11    -0.007    -0.000    -0.080    -0.011    -0.000    -0.119     0.023    -0.000     0.241     0.002     0.000     0.025     0.068
    2   12    -0.011    -0.000    -0.122    -0.012     0.000    -0.125     0.018    -0.000     0.197     0.011     0.000     0.119     0.068
    2   13    -0.009    -0.000    -0.100    -0.006    -0.000    -0.067     0.007    -0.000     0.075     0.012    -0.000     0.125     0.033
    3    1    -0.000     0.000    -0.001     0.001    -0.000     0.011     0.000    -0.000     0.000    -0.001    -0.000    -0.009     0.001
    3    2    -0.000    -0.000    -0.001     0.001     0.000     0.012     0.000    -0.000     0.001    -0.001     0.000    -0.011     0.001
    3    3    -0.000     0.000    -0.001     0.001     0.000     0.015     0.000    -0.000     0.001    -0.001    -0.000    -0.012     0.002
    3    4    -0.000    -0.000    -0.002     0.002     0.000     0.018     0.000    -0.000     0.001    -0.001    -0.000    -0.015     0.003
    3    5    -0.000     0.000    -0.003     0.002    -0.000     0.023     0.000     0.000     0.002    -0.002    -0.000    -0.018     0.004
    3    6    -0.000    -0.000    -0.004     0.003    -0.000     0.030     0.000     0.000     0.004    -0.002     0.000    -0.023     0.007
    3    7    -0.001     0.000    -0.008     0.004    -0.000     0.043     0.001     0.000     0.008    -0.003     0.000    -0.030     0.012
    3    8    -0.002    -0.000    -0.016     0.006    -0.000     0.064     0.002     0.000     0.022    -0.004     0.000    -0.043     0.027
    3    9    -0.004     0.000    -0.039     0.008    -0.000     0.083     0.010     0.000     0.106    -0.006     0.000    -0.064     0.087
    3   10    -0.010    -0.000    -0.108    -0.037    -0.000    -0.394     0.096     0.000     1.032    -0.008     0.000    -0.083     0.449
    3   11    -0.023     0.000    -0.241    -0.037    -0.000    -0.396     0.074     0.000     0.792     0.037     0.000     0.394     0.552
    3   12    -0.018     0.000    -0.197    -0.014     0.000    -0.144     0.008     0.000     0.080     0.037     0.000     0.396     0.135
    3   13    -0.007     0.000    -0.075    -0.005    -0.000    -0.057     0.002     0.000     0.019     0.014    -0.000     0.144     0.032
    4    1    -0.000     0.000    -0.000     0.002    -0.000     0.019    -0.000     0.000    -0.001    -0.001    -0.000    -0.016     0.002
    4    2    -0.000     0.000    -0.001     0.002    -0.000     0.023    -0.000     0.000    -0.001    -0.002     0.000    -0.019     0.003
    4    3    -0.000     0.000    -0.001     0.003     0.000     0.028    -0.000    -0.000    -0.001    -0.002     0.000    -0.023     0.004
    4    4    -0.000     0.000    -0.001     0.004    -0.000     0.037    -0.000     0.000    -0.002    -0.003    -0.000    -0.028     0.005
    4    5    -0.000    -0.000    -0.002     0.005    -0.000     0.052    -0.000     0.000    -0.004    -0.004     0.000    -0.037     0.009
    4    6    -0.000    -0.000    -0.004     0.008     0.000     0.081    -0.001    -0.000    -0.009    -0.005     0.000    -0.052     0.017
    4    7    -0.001    -0.000    -0.008     0.014    -0.000     0.149    -0.002     0.000    -0.022    -0.008    -0.000    -0.081     0.038
    4    8    -0.002    -0.000    -0.022     0.036    -0.000     0.387    -0.008     0.000    -0.089    -0.014     0.000    -0.149     0.127
    4    9    -0.010    -0.000    -0.106     0.230    -0.000     2.461    -0.062     0.000    -0.668    -0.036     0.000    -0.387     1.306
    4   10    -0.096    -0.000    -1.032    -0.221    -0.001    -2.366    -0.088    -0.000    -0.936    -0.230     0.000    -2.461    -6.824
    4   11    -0.074    -0.000    -0.792    -0.026    -0.000    -0.282    -0.012    -0.000    -0.133     0.221     0.001     2.366     1.164
    4   12    -0.008    -0.000    -0.080    -0.008    -0.000    -0.088    -0.003     0.000    -0.029     0.026     0.000     0.282     0.086
    4   13    -0.002    -0.000    -0.019    -0.004    -0.000    -0.038    -0.001    -0.000    -0.010     0.008     0.000     0.088     0.020
    5    1     0.000    -0.000     0.001     0.000     0.006     0.124    -0.000    -0.000    -0.000     0.000    -0.005    -0.111     0.013
    5    2     0.000    -0.000     0.001     0.000     0.006     0.139    -0.000    -0.000    -0.000     0.000    -0.006    -0.124     0.016
    5    3     0.000     0.000     0.001     0.000     0.007     0.159    -0.000    -0.000    -0.000     0.000    -0.006    -0.139     0.021
    5    4     0.000    -0.000     0.002     0.000     0.008     0.186    -0.000    -0.000    -0.000     0.000    -0.007    -0.159     0.029
    5    5     0.000    -0.000     0.004     0.000     0.008     0.223    -0.000    -0.000    -0.000     0.000    -0.008    -0.186     0.041
    5    6     0.001     0.000     0.009     0.000     0.009     0.277    -0.000    -0.000    -0.000     0.000    -0.008    -0.223     0.062
    5    7     0.002    -0.000     0.022     0.000     0.008     0.362    -0.000    -0.000    -0.000     0.000    -0.009    -0.277     0.107
    5    8     0.008    -0.000     0.089     0.000     0.000     0.492    -0.000    -0.000    -0.000     0.000    -0.008    -0.362     0.219
    5    9     0.062    -0.000     0.668     0.000    -0.038     0.352    -0.000    -0.000    -0.000     0.000    -0.000    -0.492     0.531
    5   10     0.088     0.000     0.936     0.000    -0.026    -0.116    -0.000    -0.000    -0.000     0.000     0.038    -0.352     0.475
    5   11     0.012     0.000     0.133     0.000    -0.013    -0.115    -0.000    -0.000    -0.000     0.000     0.026     0.116     0.134
    5   12     0.003    -0.000     0.029     0.000    -0.008    -0.091    -0.000    -0.000    -0.000     0.000     0.013     0.115     0.053
    5   13     0.001     0.000     0.010     0.000    -0.006    -0.074    -0.000    -0.000    -0.000     0.000     0.008     0.091     0.028
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1    -0.000    -0.000    -0.003    -0.000     0.000    -0.004     0.000    -0.000     0.003     0.000     0.000     0.003     0.000
    1    2    -0.000     0.000    -0.003    -0.000     0.000    -0.004     0.000     0.000     0.004     0.000    -0.000     0.004     0.000
    1    3    -0.000     0.000    -0.003    -0.000     0.000    -0.004     0.000     0.000     0.004     0.000    -0.000     0.004     0.000
    1    4    -0.000     0.000    -0.003    -0.000    -0.000    -0.005     0.000     0.000     0.004     0.000    -0.000     0.004     0.000
    1    5    -0.000    -0.000    -0.003    -0.000     0.000    -0.005     0.000     0.000     0.004     0.000     0.000     0.005     0.000
    1    6    -0.000     0.000    -0.003    -0.000    -0.000    -0.004     0.000     0.000     0.004     0.000    -0.000     0.005     0.000
    1    7    -0.000     0.000    -0.003    -0.000    -0.000    -0.004     0.000     0.000     0.003     0.000     0.000     0.004     0.000
    1    8    -0.000     0.000    -0.003    -0.000    -0.000    -0.004     0.000     0.000     0.003     0.000     0.000     0.004     0.000
    1    9    -0.000    -0.000    -0.003    -0.000     0.000    -0.003     0.000    -0.000     0.003     0.000     0.000     0.004     0.000
    1   10    -0.000     0.000    -0.003    -0.000     0.000    -0.003     0.000     0.000     0.003     0.000    -0.000     0.003     0.000
    1   11    -0.000     0.000    -0.003    -0.000    -0.000    -0.002     0.000     0.000     0.002     0.000    -0.000     0.003     0.000
    1   12    -0.000     0.000    -0.002    -0.000    -0.000    -0.002     0.000     0.000     0.002     0.000     0.000     0.002     0.000
    1   13    -0.000    -0.000    -0.002    -0.000    -0.000    -0.002     0.000     0.000     0.002     0.000     0.000     0.002     0.000
    2    1    -0.000     0.000    -0.003    -0.001    -0.000    -0.006     0.000    -0.000     0.004     0.001    -0.000     0.005     0.001
    2    2    -0.000    -0.000    -0.004    -0.001    -0.000    -0.006     0.000     0.000     0.004     0.001     0.000     0.006     0.001
    2    3    -0.000    -0.000    -0.004    -0.001     0.000    -0.006     0.000    -0.000     0.004     0.001     0.000     0.006     0.001
    2    4    -0.000    -0.000    -0.004    -0.001    -0.000    -0.006     0.000     0.000     0.004     0.001    -0.000     0.006     0.000
    2    5    -0.000    -0.000    -0.004    -0.001     0.000    -0.006     0.000    -0.000     0.004     0.001     0.000     0.006     0.000
    2    6    -0.000    -0.000    -0.004    -0.001    -0.000    -0.005     0.000     0.000     0.003     0.001    -0.000     0.006     0.000
    2    7    -0.000    -0.000    -0.003    -0.000     0.000    -0.005     0.000    -0.000     0.003     0.001     0.000     0.005     0.000
